age,experience_years,salary,training_hours,performance_score,projects_completed,department,education,job_role,work_mode,promotion_last_5yrs,attrition
46.74398049708325,12.813548665920758,2288052.4211160643,156.39611054608076,,31.5945870838006,,Master,Lead,Hybrid,Yes,No
27.503324851842294,8.522922591166534,987501.4525821715,82.66145847491374,1.4756735305694137,7.315805451311263,IT,MBA,Manager,Remote,,No
49.6502403803875,28.393046141669334,510405.8399732279,341.8042208405063,3.293702099709493,9.838281438066716,Operations,Master,Executive,Remote,No,Yes
,,2238720.688974802,288.773144106778,4.754402855613106,,IT,,Manager,Onsite,Yes,No
36.27390033783571,11.457950014878648,1997503.811363631,260.8805354155446,1.1630219726920443,19.457971806055575,,MBA,Executive,Onsite,Yes,Yes
,14.416485295001594,2635621.1461250964,71.59766369144738,2.158230114326043,38.8702577447824,Finance,Master,Executive,,No,
57.009565124499545,32.324412072651754,471737.5713119485,271.17892494983204,3.054786325334244,26.590501977519626,Operations,Bachelor,Executive,Hybrid,Yes,
23.195562121016316,6.619824161122439,2914845.152732916,401.4325045306631,4.831192716798652,38.66626291029037,Operations,MBA,Analyst,Hybrid,Yes,Yes
39.68986401309965,24.148672879438173,1414619.5047281375,481.5588948808388,,,Finance,PhD,Analyst,Hybrid,No,
39.99499083545956,7.854924272436442,1239340.2343328944,404.68287689075663,4.159936910592723,5.6041326216458245,,MBA,Analyst,Onsite,Yes,No
46.31422216976926,15.458919236489416,1114348.6780854915,189.70639896422531,4.8107299992863,,Operations,PhD,Lead,Onsite,No,
54.342366437006135,,1799732.7918675684,468.34718714973843,3.057163555349194,,Operations,MBA,Executive,Onsite,Yes,
59.16370731041279,,2024464.8888940578,200.11054980817227,4.62838341147359,12.995959242509663,HR,PhD,Manager,Remote,No,No
,19.197336597984286,1334819.596747548,,4.100632791439473,,IT,Master,Executive,Hybrid,Yes,Yes
52.63817462164803,31.091166736387127,822761.2996903062,,1.2483990991626288,,Finance,Master,Analyst,,Yes,No
58.58660243455592,32.936020564820076,1404801.3942549399,,1.8315269644594192,,Sales,PhD,Manager,Hybrid,No,No
56.03941217192605,14.970382762264638,,36.09226851726199,2.2396193844228103,20.102399058470876,Sales,MBA,,Onsite,Yes,Yes
,,,,,37.18980072264149,,,Lead,,No,Yes
58.62840862697557,15.523261873175636,1122553.2071255872,,,10.832213386140477,,Master,Analyst,Onsite,Yes,Yes
51.03825522674056,12.071029354910252,1627037.6048855672,275.8763574334278,4.664662374080569,7.87258548380787,Sales,,Lead,Hybrid,No,Yes
22.932537124285943,18.06660983511152,1288787.3789964393,232.57223627824897,,13.926190653798725,HR,Bachelor,Lead,Hybrid,Yes,No
30.557671816193974,25.883541778083135,425952.16798131174,249.36763389266548,1.145702740798685,0.2945497704941402,Finance,MBA,Lead,Hybrid,Yes,Yes
54.11462647498673,19.258260995458826,1067151.9339665486,,2.5340631095391988,47.36440026800502,Finance,Bachelor,Executive,Hybrid,No,No
41.758496104443054,33.87885944693219,,13.973314644602885,4.532523799422376,4.021313624864709,,Bachelor,Manager,Remote,Yes,Yes
56.60430395489684,21.92698797983284,621179.0032116151,496.5010685105885,,25.45186571282579,Sales,,,,Yes,No
54.50907273259554,28.758064527343514,1756289.2817897922,429.27152852393993,,,,Master,Analyst,Remote,No,No
32.475732903736954,32.583033015517636,,175.3755518472181,2.4399755518138884,7.544527599605072,,PhD,Analyst,Remote,No,Yes
,10.744188693889875,,178.37159119619366,2.3887419975281983,,,,Manager,Onsite,No,Yes
34.10590987529396,23.451584178250947,603387.1789389121,322.4941119658705,3.5272118646322324,,,PhD,Executive,Hybrid,No,Yes
26.3914937507255,20.756779506838154,,219.81282950061782,2.7040387303253834,2.420273767356357,,MBA,Manager,,No,Yes
22.896307193143958,4.593321273236922,,238.31872131842917,2.2906518920888286,,,Bachelor,Executive,Onsite,No,
,4.115318357359136,1834396.2331520852,31.680519078011116,,40.49430500993857,HR,MBA,Manager,Remote,Yes,Yes
24.16677192459537,3.5159934272981035,2963312.2632577103,267.8744596251535,3.7487254139211585,1.030250164307872,,MBA,Lead,Remote,No,
,10.199925507576948,,410.01372577637966,,32.81112015773578,Finance,MBA,Lead,,Yes,No
43.134065666425485,21.60208124151379,,432.38941620066385,3.554569283665683,,,PhD,Analyst,Remote,Yes,Yes
31.037897269770593,24.73345453340635,440066.48241267755,441.1868718700341,2.620644019771699,,IT,Bachelor,Analyst,Hybrid,,Yes
,,2462710.106769182,394.4881001949096,,29.24765104812449,,Master,Manager,,,No
33.67972325344722,4.1601411459985345,,,1.816748764280295,28.662765759668186,,Master,Executive,Remote,No,Yes
,,1532331.65911974,204.38915877591103,4.5059925545688415,12.817160398714488,IT,,Manager,Remote,Yes,
28.86034337367441,34.374443428222705,2941399.4099416877,87.61897819839382,4.2413703323173815,,Operations,MBA,,,Yes,
30.632657426004503,,1808902.6045210087,483.2538684869088,1.1149450744801834,,,Master,Lead,Onsite,Yes,Yes
,16.516087750433577,1621281.2528857973,169.69718987979303,1.9839850309898615,,,,Executive,,Yes,Yes
55.91774968385115,26.099821751557,1999009.1176982597,152.77036708050585,,,HR,MBA,Executive,,Yes,Yes
49.90092668000724,30.132859309409397,2761690.342017911,,1.9040481150484991,16.30476476424425,,,Lead,,Yes,Yes
30.2160611693647,16.411370991106857,1263067.7669550208,,1.0328194329592848,,Finance,MBA,Lead,,No,No
,8.01436937135299,2136534.77281661,427.16634079631916,3.328348527477339,16.379941920881823,Operations,,Executive,,Yes,No
40.526251083769665,29.699632913853943,2762379.363836802,13.09408173986293,3.4155608348075606,19.290868640791082,HR,PhD,Lead,Onsite,Yes,Yes
23.040652227943625,,2676504.1756098527,155.74128812453625,4.278739451104293,27.952372209364157,,Master,Manager,,No,Yes
,,,231.44385216679947,2.3514097372772245,24.58770380029398,Sales,PhD,Lead,,Yes,
48.40774332050661,21.933588588624858,1434340.442174239,209.05494081816929,1.6245134613991432,,,Master,,Hybrid,Yes,
24.50899218374297,4.330270861528087,1745259.9057230635,403.92120291946424,4.1473201882914354,21.925991494876545,,,Analyst,Hybrid,No,Yes
47.75904515386622,5.842389539940186,,171.40178071265782,4.557378864609146,,HR,Master,Lead,Hybrid,,
,30.557846240755097,342538.03870244825,,2.977780762591808,27.287801935019402,Finance,,Manager,Hybrid,Yes,
32.143100826227915,23.30338807379745,805204.575979878,,,27.66042264779751,HR,MBA,Analyst,Hybrid,No,No
31.160959045979574,20.59247144515131,536110.3989667085,,3.9165749884200944,,Sales,MBA,Lead,Hybrid,Yes,Yes
42.90824139960984,22.748719074179235,1821004.144944704,173.05649748678005,3.537213155352663,9.776398647995565,,PhD,Lead,,Yes,No
25.584609169584997,31.588186966631977,484599.0552867088,,,18.1341500501929,IT,MBA,,Remote,No,No
26.277384360054157,24.770308985094722,2884951.9620997724,213.8321853359536,,18.150398635239217,,MBA,Executive,,No,
49.33933103757559,15.598802665291501,1070914.9010846787,189.19256748788587,3.8317040431127096,,Operations,Bachelor,,Hybrid,No,No
45.184755737933315,,1891046.8256498768,394.0697944127729,3.460429091121864,10.51318305773793,,Master,,Remote,,Yes
,14.62618943033774,1753303.0764002157,398.63108825834814,2.6173753388690106,43.5816262235899,IT,Bachelor,Lead,,No,No
58.60363306932444,27.45122713415983,359419.12681041745,,3.645013584361162,,,MBA,Analyst,Hybrid,Yes,Yes
35.836491795711346,,505474.85871306283,36.24423860171644,4.222777799761905,47.301585819296,Operations,MBA,Executive,Hybrid,No,Yes
55.76224352086041,18.682725540748734,1884253.9471114383,73.75038950427476,2.1418420737715795,12.790871177614838,Finance,Bachelor,,Remote,Yes,No
,,1895274.9426313988,111.45615458228131,2.8634997293305684,32.855118376421686,Sales,PhD,Manager,Remote,No,No
40.07020020972314,2.377852619850232,739321.5705357697,16.340899572904522,4.160332390267357,,,MBA,Analyst,Onsite,Yes,Yes
23.844947081824895,1.715370152825727,2339140.503936284,393.82018598629435,,47.95582305524553,Operations,MBA,Manager,Remote,No,
38.611578236590674,17.94948513673988,2195875.369585699,452.6263700327196,1.1170997495990238,,HR,,,Hybrid,Yes,Yes
32.73258690207611,7.880495185204748,2608540.814173032,415.28997193339177,4.453515608061515,39.77736249917915,HR,MBA,Analyst,Remote,Yes,No
56.65196438324991,30.31164703901575,,310.7040544357679,3.635955800803167,,HR,Bachelor,,Onsite,Yes,Yes
44.44925269341878,8.977182173983206,2822407.8415419944,,1.6337081665428559,15.006415188690681,Operations,PhD,Manager,Remote,Yes,Yes
40.89088102923476,2.4889886512532606,,39.60882778773289,1.3894165149473263,33.93177916093767,Sales,MBA,Lead,,No,No
29.23657217290789,,2154389.4933607383,,2.5648958196754723,47.66537887867454,,Bachelor,Analyst,Hybrid,Yes,No
34.09013070170846,,1090028.9582526532,468.2299548842969,2.3382735015548843,11.143831839890762,Operations,Master,Lead,Hybrid,Yes,
39.92587976203869,33.10934836430563,,495.85058041357905,3.4455531693073165,17.31156372911613,IT,Bachelor,Analyst,Remote,,No
42.86386436495682,24.226120426599167,475967.36976808985,,,,,Master,Analyst,,No,
33.83140056625194,21.56753996730666,672719.0057498259,265.57552733784,4.028736752844643,13.942223335300131,Finance,Master,Analyst,Onsite,,
59.10125065352901,19.180744942760484,2569760.8044325,,1.911631414441774,46.2422496975671,,PhD,Executive,Remote,Yes,No
,24.579218814998626,2146046.032355427,,,23.00869217807593,HR,Bachelor,Executive,Onsite,No,No
27.94427772131245,11.066488619933057,,,,,,Master,Executive,Onsite,No,Yes
25.80111662315525,24.565597508455923,,167.8620498247569,,,IT,MBA,Manager,Remote,Yes,
,8.447544834402944,1875918.0499433142,377.4942361697774,2.914483183975523,31.223676917186456,Sales,,Executive,Remote,No,No
23.744016336294493,18.52352627560863,1820115.1835151277,173.3347000371901,1.8237570305921467,4.422400047603298,Operations,MBA,Lead,Hybrid,Yes,No
51.7981207591193,6.892053500009697,1887092.3141491115,,4.979010427718623,,Finance,Bachelor,Analyst,,No,
,29.382292063910484,1285098.7345767994,488.8522178304117,4.506616947961305,,HR,MBA,Executive,Onsite,Yes,Yes
38.52804855842494,,665820.3859003811,341.33542120564954,1.0789305225607664,40.611418620963555,,Bachelor,Executive,,Yes,No
23.793227159189424,3.4974086058771805,2569967.705919827,201.9492896082282,2.4644170583699077,40.29283703108449,IT,Master,Manager,,No,
,4.863770433144903,882632.6633182754,142.28660300471353,2.7038767758581606,44.65966972559261,,MBA,Manager,Onsite,Yes,No
53.134584244434755,31.719222423848944,440921.96832494065,236.22998851220066,,17.590774051952124,,Bachelor,Manager,Onsite,No,
35.59961258331461,16.525447653894354,679981.1977689712,342.7032626040995,2.709486913921682,,Operations,Master,Executive,Remote,No,No
29.215319386907925,17.113928876322966,2385693.8854570454,272.9496438159658,,,Operations,Bachelor,Lead,Remote,No,Yes
54.05964871172618,16.817150378022387,2813704.211261761,,1.9862619832541446,,,,Lead,Onsite,Yes,No
,4.213298818641502,2384813.291017268,16.284817145042542,3.218773973143382,39.32704872063512,HR,Master,Analyst,Hybrid,No,Yes
32.98280122572346,1.6523646894204953,466464.7604433459,,3.571796965249936,44.544774775849795,Operations,MBA,Analyst,Hybrid,No,No
50.379089361716154,7.902688792860718,,377.3137465164339,,21.050423962092456,Operations,Master,Lead,Onsite,Yes,No
,9.156094289718942,2200228.7854354004,,2.81430602251775,,,Master,Lead,Remote,Yes,
39.733372691155196,18.202310281258484,,163.82979457682495,3.934761701937306,16.534580624731543,HR,Master,Analyst,,Yes,Yes
,,1829309.6245616418,,4.28138880718658,24.150352434494422,HR,MBA,,,No,No
27.45958529387726,25.261202237496196,,374.75836064647456,3.390791220815048,34.71867570418718,Finance,Bachelor,Analyst,,No,No
,21.408430021779832,,367.90934729220766,4.341598453458898,,,MBA,Lead,Onsite,Yes,
,28.541608890079512,816990.2672089243,385.4561261162125,3.98002011768237,3.8978695560074215,Operations,Bachelor,Executive,Hybrid,No,
55.13628261267418,10.337358239363219,2370453.0613378463,,,40.65391107018519,,Bachelor,Executive,Onsite,Yes,No
48.86210107516361,22.679321961522017,2337807.761213531,38.7424186150237,,,,Master,Analyst,Onsite,Yes,No
,4.716265985328246,2960927.2729872363,198.8355001862732,2.658897048405146,31.329012985345095,Finance,Bachelor,,Remote,Yes,No
36.36197207585101,7.298187625085849,,,1.799117283625963,0.9873196647773641,,Bachelor,Executive,Hybrid,No,No
,19.94840949988733,,205.22813916748152,3.956864473438082,,,,Manager,Hybrid,,No
41.91993990498968,22.7907941778419,738943.9396472322,226.20133444688523,4.972079399126763,,Sales,Bachelor,Executive,Hybrid,Yes,No
55.58696567063328,22.70094159960063,1862927.260890027,,3.75190935758039,,,Master,Executive,Hybrid,,Yes
32.13247938442844,8.380109167563917,1967574.5006678218,490.16902856215864,,4.159843055879703,IT,MBA,Analyst,Hybrid,No,Yes
57.3582508688164,24.167280887501555,2414394.549815091,330.700120242349,1.7977642839935992,37.15294453273365,Sales,PhD,Manager,Remote,No,Yes
39.76193943080042,19.116566241972823,2842922.5141031276,,1.0656851694803868,45.01141625221356,IT,,,Remote,,Yes
43.17051309497747,13.02700593861008,1351250.243106796,92.87460752547084,1.0996842063200698,23.67816188319745,Operations,MBA,Manager,Hybrid,No,
43.86846566945218,26.41053910465378,413511.0417577342,153.2663296113519,1.1337059006252983,,Operations,PhD,Manager,Hybrid,No,Yes
,24.204930142749635,1769527.5731579545,,1.1022135641049369,41.683785494122745,Operations,,Manager,Remote,Yes,
,,2320082.0837255293,158.64572209742096,1.0980349536899872,41.20430747861284,IT,PhD,Lead,Onsite,No,No
,11.380395667851685,1817568.117910994,412.5442119814341,1.4266382223235965,47.52090801736533,HR,PhD,Manager,Onsite,No,No
42.9123695740071,31.15861064901966,1710355.7341545778,331.7176785268431,,,,Bachelor,Analyst,Onsite,Yes,
,0.6998940049138863,1303843.043609581,359.86727463830647,2.5002841044875854,35.83211068640013,HR,MBA,Lead,Onsite,,No
51.96793724182602,27.782191942714306,2444196.3464002344,,4.78290714649636,33.947966930906986,Finance,Master,Executive,Onsite,Yes,No
,8.472239974602404,1343046.4948348103,,3.6623341709808006,,,Bachelor,Lead,,No,No
41.880634790791014,18.84612702265253,478446.49089345726,456.42331571474,2.583125948237916,36.69022676974399,Operations,MBA,Analyst,Remote,Yes,Yes
40.08022942475578,5.130977761373653,,,1.636238371306213,40.87764223755287,IT,Bachelor,Analyst,Hybrid,Yes,No
53.541817693403495,33.88953509009541,1183483.3716328165,130.75979466032595,4.257229290866933,17.75907611722161,Operations,Bachelor,Manager,Remote,No,No
,5.279202921076864,,317.8246975069986,3.533799384563074,21.042592060896887,Operations,Bachelor,Lead,Remote,No,Yes
51.62658633150251,24.45292055335988,2898748.275118158,492.41962666888725,1.658043997818794,,,PhD,,,No,
27.534644651293796,27.615343613729657,2814295.810357405,157.5660590795525,3.8086165345031446,24.736791181880857,HR,MBA,Manager,Onsite,No,
51.05282703083542,33.83844234042453,607808.328542569,416.16307865593717,3.4436720917208814,28.45913401379965,IT,,Analyst,Hybrid,Yes,
48.67520291762837,32.49514534069093,,380.8381531050597,1.6083941398248554,,IT,PhD,Lead,Hybrid,Yes,Yes
,9.295728643117162,2605446.406525892,319.74868476423995,4.379830248916575,,Finance,PhD,Manager,Onsite,Yes,No
51.09798872436454,9.388777057895886,2142904.102367944,292.7547050055499,4.658409215354786,16.986007445809868,HR,Master,Analyst,Hybrid,Yes,
31.411791624409428,,,335.9538191184948,4.981159094002335,,Sales,Bachelor,Manager,Hybrid,No,Yes
24.31598550898498,3.0250457093422387,506394.5377732132,180.69971547563756,3.7380656089669797,16.824859589084333,,MBA,Executive,Hybrid,No,
59.92840189632583,30.397917306319613,2882118.8138202513,475.4948259776167,1.7530691273701575,,Finance,Bachelor,Executive,Hybrid,Yes,Yes
,23.384030678063446,954199.2925398424,23.683476634741517,,,IT,PhD,Analyst,,,No
24.68900425612905,9.81211426906686,315969.4804918452,205.41402322768582,2.195886534245074,43.59600470754603,,Bachelor,Manager,Onsite,Yes,
24.304196688500628,25.093611598019766,2547959.115128779,22.725150939873153,3.4163591698247204,,Finance,Master,Analyst,,,
50.74091817493922,19.946654690522298,1680187.9044908155,,3.6410439235934047,35.77985405027787,Finance,,Lead,,No,No
,31.106351980616697,808409.8953704165,90.5682872761197,4.630787873058809,37.09744883079656,Finance,Bachelor,Analyst,,Yes,No
30.487101294136508,10.401170958216817,1978669.6855670833,161.54898632489056,2.491762598197132,16.900578317176308,,PhD,Executive,Hybrid,No,No
23.8696884115196,6.299762238371845,1004169.1341192978,263.6046370725018,3.079969433711512,1.1763249435010337,Sales,Bachelor,Executive,Hybrid,,No
38.49155313225832,28.535521017581267,2701862.9884486296,452.24838819837146,3.578336617217156,,,PhD,Lead,Hybrid,,Yes
33.204861011915824,1.402641497995798,1591755.6590675213,486.0198823750083,4.99052235656075,45.22693822752368,,,Lead,Onsite,No,No
41.85459515188814,,2894580.7028954425,471.4464853384063,2.946818523568691,,,MBA,Analyst,Remote,No,Yes
47.1006259179836,,1046069.9062097567,177.17225776259977,3.936052876771965,43.62737739185329,Operations,PhD,Executive,Remote,No,No
49.69872331718993,17.04949351769472,1042157.7228392684,53.095259341846834,1.3531807379261926,,Finance,MBA,Analyst,Onsite,,
35.66077015572694,4.808160851653306,2873574.473772985,58.66246798982139,4.347886837737968,45.10929038226046,,Master,Executive,Remote,,Yes
,21.777289019590107,924538.6140576489,289.1849724497162,1.0303265771348262,,,Bachelor,Manager,,Yes,Yes
56.495208945474296,17.01303619124535,,,1.9650590530064211,49.80358690605428,HR,Bachelor,Manager,Remote,Yes,Yes
35.49730592078676,31.753699853093412,1167092.0965527424,,,24.647413990759198,,Bachelor,Lead,Onsite,Yes,No
,0.6003673537840026,437628.0933672202,430.38273120292246,2.3733344692779426,13.49075059875185,HR,Master,Manager,Remote,No,Yes
46.909770138050106,,,81.60964183561353,,35.02318159198452,Operations,Master,Lead,Hybrid,Yes,No
55.337009736098956,13.497338910386109,1618516.445968294,171.4829681030486,2.202759582543031,49.62500377545352,IT,Master,Lead,Hybrid,No,
42.660144272785296,17.35167471105001,2023302.95550784,499.4722678782714,2.0147007708308013,30.71775808943991,Finance,Bachelor,Manager,,,No
56.6127274096669,,2022000.294204956,,1.845255160853958,11.82116542346482,,Master,,Hybrid,No,Yes
54.54330556434641,20.714644683284273,1021460.5545474066,413.8751569377659,2.285256419893642,47.519445689682954,Operations,,Analyst,Hybrid,No,Yes
25.89226723366781,1.176032963779043,1633108.2618656233,271.8934326795551,,,IT,MBA,,,Yes,No
,32.519349037284414,2599206.5849896385,89.12057657701739,3.980734100825425,2.9243542534860167,Finance,,Lead,Hybrid,No,No
37.38505037279894,19.55944736333518,916274.71595198,425.11357860151645,,41.936297965099065,Operations,Bachelor,Manager,Remote,No,
27.86654456432737,4.7092718290383315,,,1.0675743054340674,47.61745871127023,Sales,,Manager,Onsite,No,Yes
40.860375124434725,3.0251180154410657,1746278.5234340958,152.03712773535477,2.3511129562113147,,Operations,PhD,Lead,Onsite,No,
,26.209599362227525,626829.2898669615,159.16615065381677,,43.23600531022068,Sales,MBA,Analyst,Hybrid,Yes,No
41.19780752286697,32.348748579535986,307954.5857436902,221.90219426384002,2.7416015200171113,26.63683303565151,HR,Bachelor,Analyst,,Yes,
53.622416108283474,,2415739.998275815,206.1504779763107,2.10751940770888,46.66428011820142,Sales,,Analyst,Onsite,No,No
22.22995939186755,28.03119556023787,439789.6609312969,,2.658570183202138,19.372025623749106,IT,Bachelor,,Hybrid,Yes,Yes
35.32463735047129,17.54271102010531,2304892.4871600308,250.06368400162927,,,IT,MBA,Lead,Onsite,No,No
,,1849650.5392772697,491.05897320736176,4.224426218112058,,Sales,MBA,Manager,Hybrid,No,No
54.55624059202146,10.686365136049611,2010909.3281196652,229.97022658471312,,,HR,PhD,Lead,Hybrid,,Yes
23.372874812773915,,984628.0342729073,41.66097348732378,,33.46664346240446,Sales,Master,Executive,Remote,Yes,No
58.871535159667516,2.377688613384259,1269556.6009115106,,4.131333904967054,21.550364399771464,Sales,,Lead,,,No
,,,,1.7344458426913425,43.02723291203428,,Master,Manager,Onsite,Yes,Yes
44.23358578319207,4.918356273456892,668889.314621764,212.96952664367402,2.3448915186524424,33.087609394312715,,,Manager,Hybrid,Yes,Yes
24.39040303291159,6.677344821934278,,111.1823002942896,4.65875916913544,35.43726408337243,HR,MBA,Executive,Onsite,No,No
57.82017483997763,32.10745717908962,1172138.139500726,391.9540433848692,,10.830538322681459,Finance,,Manager,Remote,No,
25.33232181197866,32.24654668819628,682744.9270440997,384.93923395974707,1.7251962519837645,6.228727728638706,Operations,Bachelor,Analyst,,No,
,26.74483072153017,1254674.2825416485,184.44213185175795,3.2846836681209717,42.74634549731226,Operations,PhD,Executive,,No,Yes
39.50185262684609,3.891246466233553,702636.9333062896,376.3799296372455,3.270410280943654,12.119054669043855,Operations,Bachelor,,Onsite,No,Yes
39.007108482692445,27.93713595561235,2052735.700559537,196.84449677588978,4.0897005707627825,45.83262656482373,Finance,Master,Lead,Remote,Yes,
,20.217424787623976,1420494.8568861515,404.6489489003504,4.630630537811994,29.45592072846169,,,Executive,Hybrid,Yes,Yes
24.621892446085244,13.642890970469466,693646.2095674257,,,49.861493351992195,Operations,PhD,Analyst,,Yes,No
,33.92722483430864,2879016.7681522276,395.6376201354887,4.355386075131905,,IT,Master,Lead,,No,No
25.685769255448143,13.677273345526833,2106793.6046358896,,3.4892354941376076,,,MBA,Lead,Onsite,Yes,Yes
58.20860161919604,,2999759.5142178643,211.73229005388805,2.3482230727057507,48.018796608431,Operations,MBA,Analyst,,,Yes
47.164263489684785,34.97270104773127,1960053.1837636149,492.6824772643403,1.1731465200157807,35.668260208571,,Master,,Onsite,Yes,Yes
36.90542770809371,24.0679995158955,,137.9834855275153,1.8877341817969207,34.91867307201384,,,Analyst,Onsite,Yes,No
57.42877995249815,,906787.6617978894,251.91697643399192,3.5001406184811756,,HR,Bachelor,Executive,Onsite,,No
30.73717958007174,5.769407957901922,2631019.7432183726,183.8008668273366,,,Finance,,,,Yes,No
26.447172648633323,16.8617996883081,2041064.7228975843,488.7762001495862,2.600175735606335,9.741574852476125,,PhD,Analyst,Hybrid,No,Yes
31.135373105268297,4.327104176938964,,101.8266534751352,4.170431148022487,28.950503552341754,IT,MBA,Lead,Hybrid,No,No
46.85830007802524,32.57508796381445,757292.0580099266,,,33.3875925017261,Sales,MBA,Executive,Remote,Yes,No
,7.000577590024663,848051.4017145847,384.8471460277684,2.0457449549226676,24.928224717191,,,Executive,Remote,Yes,No
40.904188729866576,26.063523760149497,1640625.538474612,296.9892619723393,2.691235817849121,25.5428863119177,Finance,,Analyst,,Yes,
38.333545439931314,5.352900500226089,955573.250027406,30.899715936389573,,36.60195433108288,,MBA,Manager,Remote,Yes,No
,8.773702709174383,1731503.2735393257,190.5492403713831,1.3165535323573745,,HR,Master,,,Yes,No
,6.904931215932005,2393919.4551849472,155.13289265316808,2.097846308121355,,,Master,Analyst,Hybrid,No,
27.087156066099787,16.363064586878505,1137759.7591604763,206.13218034224712,1.5549601030557807,19.267799901480153,IT,MBA,Manager,Onsite,Yes,No
51.21637212204304,8.349602019166898,1330757.4769900898,270.4646492473526,4.289054603620103,6.768372070840539,,,Lead,Onsite,No,Yes
31.662943461155194,0.8644503673862208,1665339.125321396,97.88528564553023,2.865658146292285,3.103689587432684,HR,Master,Lead,Hybrid,Yes,
,31.827274233177597,1386225.2203178753,141.21845284841766,3.7341161716131612,8.347464645410446,,PhD,Executive,,,Yes
56.532718902996635,,,,1.954688559005688,2.979875266658932,IT,MBA,,,No,Yes
48.96474091185785,23.80872017265429,2215174.2310199793,,3.789248299147511,48.810894776118246,Sales,PhD,,Hybrid,No,No
35.40366182857379,18.674051853754207,,,4.942596021570292,1.6929811373962378,Finance,MBA,Lead,Remote,Yes,Yes
,30.24868518845575,2521088.513642134,15.325252627723717,,45.38575282028551,Finance,Master,,,Yes,Yes
,20.456002112075037,,,1.9400093218309373,,,PhD,Lead,Remote,Yes,
27.24828515102716,12.54902975228012,1345064.5542595657,224.74112731057627,1.8542127938419388,,Sales,PhD,Lead,,,
59.03959826329919,,,7.691230952346251,4.179877523770596,44.09881576536077,,MBA,Manager,Hybrid,No,Yes
23.885290415901267,20.663735501111443,568040.9591757695,401.7476175828002,,41.83030817699842,IT,Master,Manager,Onsite,No,Yes
,,2007747.6177272876,310.636033879716,2.9042913820059875,23.473538847379167,IT,PhD,,Remote,No,No
55.11631399987032,14.826563426791589,1290138.2802436792,263.0816906732065,3.6276092463081224,42.25283343511585,Operations,PhD,Analyst,Hybrid,,No
41.556043636883274,30.35950228951436,,,1.3081531958689987,5.912829768868072,Sales,MBA,Manager,Remote,Yes,No
55.94251513823344,20.245806106635335,2712774.8792384844,225.08524224486865,3.6356457427674926,,,MBA,,Hybrid,Yes,No
57.97823491198872,32.16111284882877,2267826.095908284,304.3696624422862,,,,Master,Analyst,Remote,Yes,No
46.45904088627254,,1888917.487692139,276.71792281426735,2.873381749655509,,,PhD,Executive,Remote,Yes,
31.22975937693973,,2180121.9308947134,83.80817810722496,,,Sales,Master,,Hybrid,,
57.14031326234285,30.270006464041636,958943.4502478436,292.67525732676364,3.427211138257381,39.7993993824459,IT,PhD,,,,No
39.69630826155233,19.12611322696132,480701.5062660782,399.12556954811595,3.736214549897738,41.22557759072419,HR,MBA,Analyst,Hybrid,Yes,No
36.814338398099,20.51061816687688,382368.09351015463,247.75460238378216,4.013505668852977,,Finance,MBA,Analyst,Remote,Yes,No
,8.983975818656221,966231.252016881,403.3412431319278,,35.38870256092311,IT,PhD,Lead,Remote,No,Yes
,31.476443127368736,1474484.9416973107,,4.495986564014449,21.21217510212255,Sales,PhD,Manager,,No,
32.66029892642965,0.2014326512763781,2317771.7208063947,,3.0537968936747757,15.421254513974858,Operations,Bachelor,,Hybrid,No,
,,2035494.2317758747,67.63032136081465,,,HR,Bachelor,Analyst,,Yes,Yes
51.79475894110443,3.507055190622217,1218027.2130539797,226.73905966460566,3.610666266896771,12.68023906352791,Operations,PhD,Executive,Onsite,No,
45.05728503408886,2.072413467108613,,149.01096792129076,1.0173986664618475,,Operations,MBA,,Onsite,No,Yes
46.4812810343059,31.96608759098262,2192674.14825052,281.16176734967695,,,Sales,MBA,Executive,,,Yes
,7.30802623636577,349998.1251829041,295.60728313936573,4.9846849408813485,12.610904302905478,Operations,Master,Analyst,,Yes,Yes
,18.74467882373951,497995.7900820489,460.30117598283795,,43.41637519253038,,MBA,Lead,Hybrid,No,No
51.51855296035654,18.683175431069927,765837.3290141261,141.33367519096018,,10.182294183097362,,MBA,Analyst,,No,Yes
,,1335661.122124936,166.74441190150503,1.132582191527601,,,Bachelor,Manager,Onsite,Yes,No
38.71867307065424,28.477908593597068,2973386.2549295365,55.41645965121972,,,,MBA,Analyst,Remote,Yes,
45.70863367005048,,1781926.6439083887,466.13336863806575,1.7357068014890933,,,PhD,Manager,,No,
47.00488285982229,24.683176562537458,1487649.227790974,465.0980347108636,,28.340029815568872,,MBA,Executive,Hybrid,No,Yes
46.801888365165524,32.65787659469571,2394774.8955984088,,4.582823725970827,,IT,Master,Executive,Hybrid,No,
34.502241838423885,0.6967904810084297,2469479.595324015,276.85443172024986,2.3292821166983253,,Finance,Bachelor,Analyst,Onsite,Yes,No
36.8660438080277,5.110157252094072,,98.5755386224888,,12.414487473062707,Operations,Master,Lead,Hybrid,Yes,
59.002322855125904,10.088108816801181,2678682.0640127407,389.04700921650016,2.0809644060747643,33.68989665900425,Finance,MBA,Lead,Remote,Yes,No
59.39994236299895,18.00827293175074,2880842.2965081176,168.0971372353264,1.5360676143808014,22.432283970061107,Operations,Master,,Hybrid,,Yes
37.896406048183884,,1199637.9792548309,,,,Finance,Bachelor,Lead,Hybrid,No,
