Age,Household_Size,Monthly_Electricity_Usage_kWh,Monthly_Water_Usage_Liters,Monthly_Gas_Usage_Units,Work_From_Home_Days_Per_Month,Vehicle_Owned,Public_Transport_Usage_Per_Month,Monthly_Internet_Usage_GB,Smart_Device_Count,Monthly_Grocery_Spending,Recycling_Score,Carbon_Footprint_Index
24,2,357.08806474121803,5338.65045543698,219.2428612114098,21,0,11,379.01290446174767,14,12577.814657993935,78.42885566113856,266.1263538523768
38,1,400.0346467649178,8594.158317930342,174.21154445109477,19,0,25,455.4637672564827,16,13122.755949423059,54.03327272794026,251.50330814459232
38,4,280.147700911507,9871.248918330586,120.30940147088845,14,1,33,190.7161185415142,6,15954.354203029523,95.57205970345146,175.4388108585701
28,1,506.53299375137954,6367.99301625882,206.47586121643164,21,0,19,478.1416832886443,11,9190.186496871562,61.45709042965911,261.04172394280346
30,2,438.0083844678991,5649.872622161836,221.68476571650532,16,1,28,382.5812194235328,14,13119.317803718717,61.35030640747473,270.27686076867883
45,3,804.4917768225217,17517.76674657906,353.5769138857513,2,3,2,261.574972647843,10,20446.28220000709,7.740645820419225,419.8061521776288
55,7,699.8184594044848,21257.781999982108,381.03954974602135,3,2,14,122.23712733377398,3,28158.335847482842,35.267364199716425,393.8834014760671
46,5,532.3453624237391,16723.315692660082,381.9664634306554,2,2,16,129.07070836083162,3,22111.893970479556,47.40362324220386,352.95358851945315
52,4,289.5796898687344,8324.283624822547,136.6653850894628,13,0,31,176.65524096602678,8,15405.197123964086,85.64497080618736,176.90040920259338
58,5,566.1187392634239,17835.837289421437,367.2348396681818,1,2,12,154.46566312620257,2,25065.759842147978,44.30433390890637,309.0751186509692
50,2,310.0456941326681,7974.859402454136,154.460741023062,11,0,21,149.13279602290308,9,15743.301559211215,86.80281500867773,183.98852887442658
57,5,721.0842720697549,12996.356250481698,327.9322157470259,2,2,7,154.75805850135626,2,32609.127988481312,32.63410994596176,346.2399837721701
41,7,665.5266945469964,8981.071296099124,334.6334864330373,1,1,15,188.87079280188797,5,24510.5653484514,49.892285494214335,367.9783676387326
53,3,358.35310186714,7034.572657130192,156.55217916683804,8,1,23,216.71019095422145,5,13303.614383750952,84.53219181906378,176.6430164945591
30,3,350.98932030632284,8190.860307652534,133.43957400387248,9,1,34,185.04046569148278,6,14305.863080904179,83.95591214834165,191.3370991749004
52,2,249.84388963503665,6579.41055901023,146.15692128986296,14,0,29,223.23173792810883,6,17168.051740728726,81.7849796320759,211.1190714811211
27,1,470.4710461032428,7187.580899947553,201.52504069170578,16,1,16,353.85255728958276,13,12112.166640253507,46.64035300886134,227.51965009355825
47,5,512.1644710730606,20604.511751720696,310.36331759382824,3,1,18,152.38304601435934,3,25871.015443190703,56.238131540460735,390.8303724987711
30,2,467.3198826350317,7691.235110288381,250.82346481865332,17,1,16,336.25370472963874,10,13061.581565680355,67.87626681889365,252.01475581951684
55,6,550.1952379679781,16510.314059739896,382.7842514960656,0,2,17,151.56013209300775,4,23507.636556071277,33.71801594249965,338.48075562059034
31,2,351.2720187005408,6650.75331957143,194.34316018802193,20,1,17,476.142861687491,13,13319.632152858248,56.344962446036874,246.81265685552324
32,2,530.9723609962958,9481.20700832632,186.2611696640716,16,0,21,410.5707768870677,10,13742.95391250858,65.41892275867073,300.5738378180133
55,3,828.0474899549533,16879.348496055805,413.602386028228,5,2,0,295.8645092435438,5,18231.990306244457,13.400944374948175,410.79504766834214
45,3,294.9286677344532,6979.850619043264,141.60287617771266,10,0,25,221.05872962883126,8,11064.140729441751,88.81907102869881,158.1062179384198
45,2,231.0466219599028,9167.428074040788,180.08616005404753,6,0,36,207.530409869108,4,16045.052466663812,76.6266689089325,180.0320058019738
47,6,694.8892659666722,17218.859428726068,334.90251088790717,2,1,12,128.50576025900713,2,22770.60054259134,37.901683317975284,335.2020175564401
43,2,274.674711610784,8258.827893372021,156.65396553406083,11,0,35,248.71308580845698,9,10891.234288779433,97.7627645155984,159.53388616714136
54,5,541.0831892478546,13425.921435270255,354.4958260449078,3,2,12,173.88032821684953,5,16507.987288533775,42.63474053726592,327.96021273540686
61,6,521.9793969803144,18228.277884363248,393.0429131849029,4,2,5,178.14516950696273,3,27995.803189637205,54.44121972278597,322.8891348267003
38,5,754.3183783536712,13276.230142010121,445.9836275879451,8,2,3,192.56610443166386,11,24808.53274153391,29.189292589919752,443.3604823717737
31,2,350.9991130657146,6453.240831744629,240.9339448383364,15,0,25,419.81616418905895,13,8786.511665529573,60.50510233353709,255.74035156167068
56,4,794.750433403006,16961.216709733515,357.2205351808261,7,2,0,229.99295883360162,10,23185.354300874962,25.966852326782924,376.7133427782692
43,5,777.4849709155502,17529.23942324436,284.531087837461,7,3,4,198.6276907285966,5,21237.924084328897,27.592974281526903,412.08515308798104
57,3,738.8324729558133,15306.65732427436,324.8728400187265,5,2,1,293.8655577184334,8,16361.778155375585,20.753559815519687,424.66974893015225
59,5,762.7526674444788,13198.290187133633,371.14278143785526,4,2,4,293.6207501459527,11,23205.926658770255,32.01887194291483,405.00112508374093
35,5,543.3844024147236,19158.277085604706,360.2502347585745,0,2,5,175.44091885198873,2,20760.167663375167,41.15086819767379,300.1942352081925
41,4,306.23372062244164,8748.617032049444,156.27335395196167,11,0,48,164.5739518180169,7,20329.01774812491,93.03100671689259,181.1229425130673
27,2,479.87872306049144,6295.757089412234,235.9600404636409,18,0,16,397.170225023568,16,13710.774389146174,69.02792294359747,253.71067409294542
55,4,705.059340598255,15847.346397499126,421.3204573868956,6,3,4,279.46786921165125,11,16946.151661594547,31.447654911176404,421.17927596230396
30,1,480.2891786728751,8665.09458068716,205.81550229128888,20,1,24,404.50869751645985,14,13344.647010573139,59.25085277323624,287.0079393234899
29,2,461.65643728805935,6604.949267793031,245.82589018146342,20,0,17,384.71835606125774,17,13934.46804607657,58.31369684270129,274.85377173838657
27,1,616.8121328103211,5426.542008679471,177.87805217707037,20,0,22,375.7522003035511,15,8581.541511591573,60.48365755362178,277.44990845964674
32,4,281.054813019222,7559.330826727112,167.660723434511,5,0,32,173.5218706695131,5,17207.222823078933,90.45146550165698,175.9431723766993
26,3,268.549961952585,7733.159458179363,154.8160527413151,6,1,32,202.42899295709765,6,14977.033194788204,86.21021947159545,161.98574507963596
23,2,293.27135151811217,8991.744509708036,166.1214504299691,21,1,12,397.0406933891631,13,13306.621892862608,52.42689802589616,275.76908396750105
49,4,852.2908644044143,14856.925575870973,315.4533782976108,5,3,0,255.13754819844934,9,15352.392664556486,34.5507557572037,480.26728257288386
43,4,353.11439710032863,8975.618842342572,124.00541259769079,12,0,49,240.97698482193135,9,11480.602602418086,81.65675562990752,181.0906109069172
55,6,680.0076621116589,14996.151162476417,361.3086503153121,1,2,12,140.4422230755761,4,29459.687643275756,33.54364056576235,355.94332574563094
27,1,484.622303789909,7263.024401857968,206.5358258056317,15,1,13,383.52876955798126,11,10091.229718471512,70.50364022895889,248.48830023240302
32,4,788.7883608701588,13829.050017551863,391.15822209191316,7,3,2,309.4204754746189,8,18368.269839460227,20.40149697783705,421.4654517962845
43,3,789.82877537645,15718.15659468631,327.6019336876908,9,3,1,252.0111648651032,11,24043.03425653787,27.8047341755286,485.8899670356757
47,5,618.5437904475491,14781.681160194054,358.1801958431049,1,1,7,163.80252907496418,3,30921.906935842024,37.18906352733604,358.5789805533165
37,4,816.717516297465,14897.160891186317,444.34606450025035,7,2,2,243.63194420083764,9,21526.289993147915,15.915685096316391,468.6047605487012
42,3,298.9700118500169,8821.550173180236,167.01474097118196,11,1,45,189.16430828531267,9,10722.244073377837,81.71661733243623,139.99768348719527
30,2,246.60685667686727,8636.379328542305,188.93127841019322,12,1,38,209.4688104136174,6,13820.493449709422,88.19895178721444,223.53167428600068
33,2,439.85614860196097,4763.14375960928,218.3347520600617,16,0,17,443.94835078966594,16,11370.730956961022,70.17366068495586,274.77132048658024
38,2,459.1932668340967,8108.840775078306,190.73424868447393,15,1,26,385.47939928212617,15,11653.803394139664,56.21282647137441,288.35369493969273
37,2,265.94592568712187,5439.040884166361,202.76939297771705,16,0,12,435.00791452668017,13,14383.646037705643,68.01846691712635,291.3482365903541
59,6,629.4472055697503,19608.633431654005,382.35948076504997,3,2,5,182.9730517758201,2,23351.032508364755,51.1062868132122,315.622514365003
33,1,364.13772747349776,5734.751872900942,203.85612587310453,19,1,17,399.22200274978337,11,11560.250409541506,68.86755592810317,313.4399244654047
30,3,786.5623253335203,16757.76466815129,428.9552546191712,4,3,2,214.41620405849136,9,19514.40570392681,28.469194955185973,424.5604733351334
46,4,765.2318148174026,12895.039846007174,428.0883044727183,9,3,0,194.77209513198255,10,16186.147252657694,29.883898855449566,468.2862497111511
32,2,456.41313491519696,7097.8543955713785,223.4635997834863,20,1,20,439.6789997896648,16,12068.36108407509,61.52088756654571,280.13643652802966
36,4,206.64944370983412,7206.591348967182,160.2763844755278,8,0,20,188.6503278512721,9,14181.992499020325,86.88258989050473,181.11679556016475
38,6,605.1701332613775,17448.558202458124,325.8440071687995,1,1,12,140.14440605883016,2,29752.80529480285,53.672893845412595,352.72598321051913
39,4,273.6881292161514,7852.902015895515,149.91236113293576,10,0,35,224.85869633787084,8,14781.325817429884,79.74453916571565,182.79162957272558
49,5,633.8376403309882,18620.40120687257,369.70350824624757,2,2,14,130.815444087236,3,24667.62414682161,41.26324946852205,347.88135395801265
47,7,621.0130237458736,18278.10903037269,349.95005528018805,3,1,7,145.19571320274298,3,21037.77552020854,33.04120087770108,349.64479402099914
46,3,776.5095653671456,15521.255715200052,416.2688079860846,4,3,0,212.55513608248702,5,20362.311396654084,23.34892628981195,435.5327344712652
60,6,531.0520962510302,13842.00843469951,335.7265484780661,3,1,5,184.76253772060608,2,19079.993368758718,35.16017572380741,342.2345852402006
56,5,676.5145190156837,11464.011163305471,280.6178498240681,4,2,15,113.77478756898313,5,21812.93078041769,34.06251831179104,413.403002659961
37,3,281.8179259434528,8252.188658292433,144.61292366653413,5,1,24,205.84906092253053,5,18136.77239564735,83.40236537822126,161.77025149610282
41,2,323.12793231148345,9348.657637592978,178.49787353277665,5,0,20,214.0532003020264,7,17166.757621827794,88.87733299553362,191.77526737714678
46,4,293.2853175207555,6153.8106255429275,175.97860651464276,6,0,34,258.2797312368364,5,4534.631239825812,83.0255791682855,189.60053998807874
48,4,688.9664975159044,11312.17042346944,386.79441517421014,7,3,2,286.7788389810805,11,22761.528725197037,15.941403141345345,428.6900943641442
33,5,759.0804533126754,18803.271541663937,330.58790213582756,5,3,2,327.34452304690126,5,24382.04099638741,29.960874907049213,367.31309296561267
59,7,587.8870872596726,18644.779163418956,359.81248188512876,1,1,10,160.93830988334417,4,32249.507608183365,31.829165611014027,412.3449848983106
24,2,428.0069250861569,7122.045529526137,198.77760234956574,16,1,10,432.9123545771165,12,14205.987352577495,61.803085707336564,247.0991455652939
26,4,258.44789414728564,7836.599549252103,166.2333472592,13,1,45,186.13316026952535,8,9721.002706907464,85.28183982183033,208.87873527395124
64,5,499.16598259639295,21565.645344131255,339.5376141436416,3,1,8,109.23175968027834,5,25385.334205453903,29.395654369002393,302.45360264631535
33,1,486.33512750251725,6630.0153539556195,213.86395366325445,20,0,13,405.6202791314851,13,10715.836546052546,62.72397086981997,248.59262260388562
38,4,716.0757297487461,13191.388373010683,325.6951748263874,9,2,2,225.53088425372852,7,20944.287684365492,33.268322094835206,401.4480944111804
34,4,301.3216695652581,8653.268603708615,136.80723890960167,6,1,43,200.01372668888018,8,15180.19760023088,80.06478183933058,161.0844029040266
33,2,396.7169329036187,7166.738322021126,190.0668884312732,15,1,25,421.5080919556013,12,11282.572786088724,51.82821409476219,252.7720187212192
59,3,733.6473720622952,15912.477594734628,415.2078357404575,2,2,3,188.9235925964439,11,21562.930620475316,18.470980563526176,438.8842949134343
47,4,300.0984714185213,6818.803725493622,163.95566780091147,11,0,40,198.11762372547938,5,20544.935356573373,81.64748262498783,170.272228070199
37,2,298.7393976327811,7245.345033111006,141.69858783424513,6,0,32,243.6152346864917,5,15326.306144009102,90.09253025585772,190.71507237002203
36,5,761.003481648336,13997.269161032096,472.8206040087833,5,2,3,273.4412388063778,7,18611.25086154102,3.9442324431146716,413.39371411097767
40,5,720.8218263842036,14280.780591564435,425.76381688967837,4,3,1,272.0425531827288,10,17934.0502740897,26.129157555250607,428.5103534909656
37,3,783.2357043154444,16419.07234145288,412.3725333206536,8,3,2,202.8684394428625,10,22047.46762778191,32.079296919616745,400.4971873407403
32,4,739.7393512750402,17128.965507217137,496.1207276714196,6,2,2,297.0680037463751,7,19772.303644761017,37.74936107108474,455.8244444403938
41,6,608.0139446557025,16655.22240749549,287.9435961347673,4,2,9,142.70829387444132,2,27494.768207217894,33.8311229383499,351.5356440991926
56,5,613.0456143150741,18331.12866182044,370.9361851270217,1,1,17,148.02481743284693,4,27857.45187686345,39.37024261144699,370.66795779080917
39,1,377.6133456231539,6281.726284950504,230.69927357638412,18,0,21,358.0257140955001,15,11217.00577904284,57.59165664918494,245.48375561072734
50,5,547.2016053546743,18219.82542037516,403.7622402423865,2,1,13,180.2967654674621,3,20965.067858095234,32.278343172598014,369.8438815540315
41,4,341.33949171073436,7076.440679318502,191.97018239159712,6,1,32,181.8249124058832,6,11612.54874327408,83.68363527362258,173.74713588215727
35,3,766.339945494489,17439.421499780387,408.3391279919445,7,3,1,249.82224421798523,7,19581.214618652746,24.78169458511852,441.7199109720571
54,5,714.7222954110875,13699.399980007092,364.7889218467156,9,2,0,305.749241584322,8,19541.81016505953,35.99643640725035,440.64855325464697
28,3,321.0820675705045,7880.501541846038,148.7233302254741,10,1,27,200.13815644125074,6,18071.666868556782,87.21918023020318,209.03917156990178
25,1,445.92793253794696,8794.182911469965,204.75335235983275,18,1,19,379.3665144886186,12,9295.814176005306,45.107381246263046,230.19442263282872
56,4,765.2659889773533,17163.652302080525,378.03715648184743,8,2,0,275.674831097161,5,19010.60522886248,24.13157320475814,403.79582881609167
42,5,771.6940425450116,16756.295870677062,413.9616458025485,3,3,3,275.6035010174694,5,20556.189969403284,61.40422910102237,427.33363348816647
53,2,244.27415663812891,8115.876742553283,155.38501146614598,11,1,34,222.87897951625618,4,17239.84348635288,84.47623684655336,211.18313605405513
38,1,444.5087806861206,8921.32383409117,204.1324602257762,19,0,11,399.0904685378686,17,11046.743976084792,66.74533001925988,239.31474025314373
53,7,731.1658593059307,17312.863030927594,346.13374150568967,1,1,15,163.99199202061152,5,28159.344593961305,48.85185524564539,342.03953136817904
31,4,283.94838256114673,8595.235545983083,147.4216058398762,8,1,20,149.35135865594674,5,16527.70831898638,86.68122351651131,156.6826998983021
48,7,683.9936517045428,19165.441015602057,305.3496713600641,2,2,8,114.04697238581366,5,18675.925352856648,41.51275472890996,423.8508952931618
46,2,342.37795357704067,7607.738642975701,168.64057788093777,5,0,23,189.00242813639818,7,14038.243728812235,96.40614045700649,195.1855471399622
31,4,683.9588113060521,14639.016682020523,454.67898584809654,4,2,0,270.93419727366506,9,23059.785816283264,41.01219580727709,463.6649487623683
25,2,367.2533964462636,9462.476216394174,154.07745054989226,8,1,20,239.79340182636838,8,17405.900999722042,79.63638014371574,188.89814341464222
30,2,419.26211384376694,7936.834393025195,184.781091349582,21,1,18,409.9737295901824,16,10955.423432526955,74.06463372133013,237.53219009633
43,4,752.1466122607206,16183.537647115758,416.55309292573276,3,2,4,194.3690625292118,10,17286.79849300739,40.38727899914912,423.1963402930312
30,1,505.08552189086583,7960.817544844312,187.59028681962982,18,1,17,404.3747050658124,14,11173.415036504684,59.160083393114505,273.3300083991322
29,2,560.4551628121935,7445.867121198489,190.28449119803648,21,0,19,333.28954280308085,10,11182.234179854988,65.64940403627526,260.764757209725
33,1,408.8143115385346,7357.814208357285,202.32274048231798,21,0,12,374.56261466777556,15,9504.984425730578,73.66775384869213,334.8836980004272
39,2,568.1052623319714,7007.111553638182,180.33205987313607,15,1,10,422.05273673921704,16,13455.413675510781,63.71994282189802,262.7832282482989
33,2,380.88587925798817,7190.233529002787,212.29820656136172,19,0,28,406.0721427618398,15,13218.154582282263,77.51614546997183,243.51622033227255
34,1,431.9645658497204,6768.020587333785,168.5010349956841,15,1,19,418.45224129303807,17,12263.547883188847,59.295839710805325,253.53421947608894
30,1,536.5421843755535,7218.2366091724125,209.32420430312638,19,1,13,434.4150967166092,14,11538.280658334574,38.13172412958582,250.46368642990035
59,7,614.816241533456,18327.344628567094,374.8954697908471,1,1,14,162.77481471012044,3,24222.674825005157,39.12995599306028,357.6992502029594
32,1,406.5639821151494,7112.6645836093485,162.49092644238658,19,0,27,404.0405375699352,13,11098.63762811635,61.99940007538859,204.80233153975334
25,2,373.14302585522546,6775.094484044165,176.56680930679025,15,1,13,305.75336578115525,17,12579.65210264641,60.64611403454497,264.77067061280354
49,4,374.0033337950895,8473.140905415929,150.94125226368286,12,0,41,228.51245533595406,6,12998.50330377445,87.31067121949786,126.50586719259286
34,4,871.720431661884,17634.56561555517,325.27910851682293,6,3,3,264.69858656223664,10,21095.54312090794,48.57850151290665,486.6361018281588
47,3,354.64119309111953,7540.009247908358,105.05393780751518,6,1,49,179.16605653445552,9,15321.403989044098,83.43203431034588,201.673679095996
38,3,254.00708138770108,8667.63987551334,159.6535681619187,9,1,22,221.5412145045596,5,13142.537230702388,83.60545270892653,193.23181525829764
41,4,304.42762282187545,8016.591919364428,164.6535181074297,11,0,45,194.99974299699082,7,10622.676972576772,89.58287124187501,176.39064174551913
28,1,564.0156940032836,5930.283053655567,192.10614857347238,15,0,21,376.36044612146844,11,11888.29832196228,56.92103426115795,276.63963886197456
59,5,812.5477237113424,15085.140682758065,326.0383521653015,2,2,4,234.05232399884292,7,18128.479253938218,18.660536640321958,446.43040041495607
49,5,725.268223891024,21920.51832108214,413.29057151469647,3,2,18,123.24820528565142,4,24248.060375195622,45.89897369556695,334.8911392859466
51,2,305.9935621525875,6388.892242639971,137.36270790370656,8,0,22,179.52400598924058,6,9923.663141472054,87.00755119968619,159.6033771832804
42,5,735.1551574339748,16716.97034383916,373.39827105709094,9,3,2,215.2569240142763,8,19783.122020856543,19.020736369329537,428.8855366196539
45,6,552.7992649687716,17087.487620726883,313.73066026625145,1,2,15,135.48931564627418,4,28421.33645952679,39.12434704669291,381.67624943731323
54,3,753.0304417837466,16364.192455199787,381.9913434224639,2,3,1,299.9782839835146,9,22237.569554295733,27.370250859842958,411.51620369672025
45,3,662.9465344968676,15429.08668991393,401.011627973387,3,3,1,191.6006080728322,10,17501.410174536395,37.422885075783036,413.90105266269586
38,2,430.5388979096836,7255.219915664459,219.08835641401004,18,1,18,359.6992281821699,12,15829.99976456037,52.46729942255568,252.62865258284515
34,3,766.2199985893956,15377.692714261828,274.73024664118986,6,3,0,285.71160980857576,10,15479.23310258596,26.587687789765788,465.28640587837896
59,7,616.878465481917,13920.723475127797,415.7847696581341,4,1,7,92.51350583662209,2,20014.366370247502,44.082002295766586,362.5081654801776
49,3,729.9006221162183,16098.264111931234,393.5925215067029,6,2,3,248.65686937105264,6,17114.712737680395,39.359731592656175,443.862981204223
32,4,347.1594696253853,7838.527182981665,121.7303546041104,13,1,44,192.68115830157794,7,12313.03040422444,88.38319514598244,184.64020208319587
47,5,640.3578044215144,21432.212103307087,347.3981386966459,0,1,14,137.46143849365336,2,29172.76201199362,27.444896431210875,314.4016156445873
46,3,302.4467161046998,7260.702563639456,187.7455712441137,14,1,23,213.94990267750651,4,16391.261561709045,81.7779934747189,186.4677646866274
50,5,628.9749265676588,15576.491503216603,365.5737867052791,2,2,11,169.0721110900564,3,28277.06653210696,35.67548463518187,322.97827354121364
45,7,622.7788411612187,17669.68652053322,317.3307687670335,3,1,12,140.6789611129544,2,19921.774123529452,41.09544136415345,293.1732213170835
37,3,304.7993753535253,6427.331151991699,101.16702825018879,6,1,37,189.45156546082953,8,13206.823814429345,92.81006188479628,173.6193673592056
37,5,724.1043674973105,16839.41058645433,477.5844763442978,3,3,3,279.2450662004445,11,22127.343168899853,31.470108336128636,451.68124819375663
50,4,818.4064903854434,16359.64069165794,451.65928925637536,9,2,3,269.3170421616037,5,19423.99618921574,7.7042442588812285,435.5948700801308
51,6,590.6136053725255,16996.401863301016,386.2433667659714,4,2,15,132.16483081450366,4,25002.25239626928,38.48040537843251,284.4693393790594
26,2,547.6834325877924,5893.796922861196,192.93351985661107,15,1,14,412.4700947970227,10,15411.913137535576,68.09683802156783,301.67152293638685
26,2,454.1704086745137,6777.16805791535,232.3067638845742,20,0,21,389.20976599673116,14,12243.177676978208,58.64593425585802,268.8587125094567
49,5,581.41543284251,21750.85222342872,363.159218633231,2,1,17,149.63776256373737,4,30756.90211382289,48.17549128722102,330.93802906422485
39,4,321.12577632908045,8626.386033100292,168.99066535779957,13,1,48,212.76400956132204,5,16127.470835583317,84.2244492356398,149.8073486689078
31,4,677.3602052055827,16837.997514513696,405.79454551436737,7,3,2,220.2995827082223,9,16442.44301228339,35.602808936789536,407.61842162415707
28,1,547.0361881807769,6351.039274124872,157.8389375520593,16,1,11,426.5757797859218,13,10918.343555062937,64.53641983024502,273.8904985671509
54,4,315.52298693145536,8964.67745836405,178.2714606884985,11,0,32,206.43051985428755,7,15239.157656733201,84.66370830319548,192.95978823071553
62,7,457.55326351979255,13744.694099542116,391.63099883987104,1,2,14,156.8254130049257,3,28453.756616090064,51.031734530355614,391.4382315483637
55,5,708.2002579201858,14137.292146161428,437.6678696922289,6,2,2,260.25522512104436,6,15712.020587077805,33.67529047561412,451.5993083892561
28,1,544.7843307546457,6316.190799910057,168.9198956280128,20,1,23,375.6755799891737,16,17650.608429111744,52.40160663776929,250.72993766335043
51,7,692.2969103566744,19991.14673585957,292.1511617961959,1,1,19,131.1027027287477,4,29382.246652269496,37.39357214151416,315.8086808044952
31,2,398.72726264128846,8451.884425615135,191.2269529627943,18,0,23,392.44989093933134,13,15125.47509298065,47.79476111848556,310.0426618331956
25,2,299.6784297951355,8562.072167181224,131.32812788106204,7,1,37,189.9898338575852,4,11579.580173272581,75.22008111580988,153.70451361496674
32,4,324.49107955226987,7766.335802194628,111.46708658850004,10,1,44,211.60616825785476,4,17213.286470929117,92.44913672586512,182.0085788167209
39,5,699.7093664818946,14853.389685820885,426.8297530173155,6,3,4,307.7142027924514,6,19501.273783037508,27.733067301012806,424.79506055724295
34,2,484.89297190887385,5575.379947417188,197.05819300260356,16,1,13,434.6198671677702,14,13361.89898599642,65.93780306486907,228.06239871206733
64,7,639.9975170815618,17893.574153552338,347.97736799919574,2,1,14,179.38038079627773,4,26099.08438746319,43.72369140956433,337.94656138238014
24,2,443.007999532859,8285.104979193433,207.5586949057677,15,0,23,382.5849987626212,16,10837.347173548736,59.88831146369732,254.7225197439947
56,4,682.1088768981223,11439.085695986974,415.6670167919399,2,3,1,235.52662762323368,9,14773.838174684508,31.667936645309926,413.5356985150698
42,5,738.9400628600979,19230.585731562787,372.66120969050013,2,2,13,110.469234081466,5,19016.40629488854,35.52373638391209,372.2371795936252
58,6,540.5411259670346,17833.151725029613,411.66079068245574,1,1,18,138.08616092377505,3,25309.498593929544,46.07732790583153,359.1359859677586
50,7,699.2453090377824,24628.373515491658,377.70639848688666,4,2,10,124.18648806312336,4,25041.010628360647,51.39944420535058,355.97205242258076
25,1,384.189390056811,4667.4722123215915,206.62398748373136,21,0,27,400.4725576775248,13,11263.109773031276,73.43978066082701,266.4621532339884
41,3,267.7229472203886,8276.712124694459,161.75635128915417,12,0,36,193.16741293216822,5,16067.962439278144,90.10995641646608,177.89759598351878
41,4,749.824600399573,16443.058058914383,376.7361910771948,6,3,1,251.95169902468743,11,17490.984390511137,42.45556814683626,455.62775454054037
29,3,321.29578889440984,9226.280413417706,162.41608360039154,14,1,32,190.00122108504246,4,13510.606005203637,80.02474321291413,203.36368603082786
29,2,437.7908479485748,7554.058015713901,223.19423518382052,19,1,15,396.1736454579554,16,9060.001096737858,52.02058789729012,245.46054743286814
30,1,346.3885013806463,5551.554884592648,220.58668146731304,15,1,29,400.63005346905163,16,10289.155436546369,33.87220369311088,270.22185813024737
37,2,559.0681394579036,6745.317634163221,238.92923631582326,20,1,11,380.84441549967414,13,12835.927392965901,54.84212592503358,261.74978954338076
49,5,719.6236828826762,15830.30796869742,408.37605447991695,8,3,3,232.43728405468482,5,20024.20027823341,18.404644495495113,420.6008924647304
32,4,775.9932426006135,16731.116897514483,440.0624911905355,3,3,3,171.15993123200354,7,24435.541635720627,37.98648207191143,481.81024631510496
29,2,322.4588791148703,7866.026175348714,118.85490654777223,11,0,40,185.70061542630734,5,8772.701317393094,82.98500008584283,166.22983585429287
34,2,502.3803071588456,6455.1447908740265,210.1088228041297,18,0,18,451.69573971931743,16,9224.322412974827,57.97924594009304,261.8948306532117
41,3,706.1807633277349,16230.348876377344,370.14251713608996,8,3,3,197.2489123797534,6,15552.570453909073,47.1511821817878,451.6609664025212
41,4,731.133924494087,16562.372389604785,356.8106378427442,2,3,1,300.82443162942167,9,21331.67851712866,30.179725793683083,444.0491915071108
37,5,677.4644041128262,14912.665960519456,359.5278591596491,6,3,2,206.42529649742977,5,18851.002356549627,43.824333409054326,420.51551551156587
44,5,598.4205031676534,16116.793473617814,309.2289287221945,3,2,8,163.46400412997596,3,26659.92004052418,36.95290686680402,365.10188801392707
36,2,470.4532265770465,6804.461131135907,149.05841630180157,18,1,10,383.4955074727038,12,11323.31457612089,61.1309366915624,256.86088112469344
50,2,300.8875975442675,6395.861057792369,139.38870857726693,9,1,23,203.91501325063368,9,10724.141833101941,88.79845013969019,202.71662901139933
33,2,399.0697847890557,8844.172770809775,198.78672759497314,19,0,19,440.81563569513276,13,14148.803158101426,65.1668671018193,279.76313308802435
50,2,277.1568278892618,6314.250822503904,120.65898220478789,10,1,21,166.94423995907238,4,12558.086766396824,87.13044104292976,168.51494458921238
39,2,293.2833576132893,8363.980603849646,121.7786528831914,13,0,37,195.9410804146862,7,18401.82538353418,87.1110328223124,170.29808772120413
45,2,357.68537050835175,6989.702875414817,167.54202005051917,12,0,28,241.09683225028377,7,15022.36035678358,84.0160278563523,212.12166161565384
51,4,787.2292013599839,15143.526861430104,428.9768281893032,2,2,0,205.8327542904494,10,22260.93284490039,11.744878910152902,494.3078740117024
52,2,306.943792657789,9629.461848665074,169.84549458879744,9,0,23,223.50068085896478,9,17177.60307787252,95.48821160620095,170.16523920264416
57,3,873.9694709354956,16665.598007090764,434.25465146169495,4,3,2,265.48803349865625,10,17484.128979201407,32.06135379622604,404.4412499620685
34,1,363.4901758712703,6923.472571612483,209.06106136566572,18,1,21,337.4422310846258,10,9602.13728764745,56.97804878538149,239.92014724219365
45,4,345.51012169164005,9568.757235252428,151.89922978306245,6,0,42,219.408673191924,4,16734.557670959945,83.01478529209862,203.5267934569338
50,3,269.7105660444704,9137.837330264638,123.84770319623954,11,1,32,175.00116448687697,5,15617.283495168385,86.5454299698704,165.35024166252958
32,2,373.8581875830466,8737.29965502952,201.42158972138012,21,0,28,391.214377168406,15,7883.435811469052,62.43334731250826,262.63816936243154
37,4,245.60400587503213,7561.61422531413,140.4220754064352,6,1,38,184.1450316676039,7,15928.229703295518,80.01826376975048,172.11994993803296
45,4,766.2715879268148,14969.73986127806,320.63824387247746,6,2,4,343.94889608986006,9,22808.46078238463,30.658484975659185,414.51230104762226
50,2,293.59265735059967,8900.64859751343,142.73359081388767,6,1,45,209.58576504658595,6,19984.666961916962,85.23620123813248,164.72218815663518
23,2,412.4474609124977,4832.563427483609,231.37893386440345,19,0,12,419.285362693548,12,10761.674878842368,58.08527066496506,221.12111207814544
37,5,745.5987393026641,16468.866482830283,326.02396737439597,3,2,14,97.43361560466063,5,26149.83128431759,42.125829693091816,318.51190929645264
47,5,586.3232529506059,16456.33519757498,321.8009377615577,3,2,6,135.12885321464893,5,20045.833322227238,54.09259523333161,406.38322863883025
