age,annual_income,loan_amount,credit_score,loan_tenure_years,existing_loans,employment_type,education_level,marital_status,property_owned,loan_purpose,default
61.05560089782885,1469429.7694961661,560992.1285594325,877.5254217155664,,,Salaried,Graduate,Single,No,Car,Yes
,1199663.7358373944,,784.7773857324562,14.761200495951345,2.5508982400379354,,PhD,Single,No,,Yes
40.691981756465346,294694.366969574,,,24.783503027394804,3.12180589419685,Salaried,Diploma,,No,Home,
61.370242959760965,,1106185.7197450025,746.469412920444,26.32155037710203,,Salaried,,,No,Personal,
59.65462672778094,,515316.17940641847,617.3835306899814,11.411376874074241,,Business,,,Yes,,No
,1837716.3602461745,1299712.9903267513,872.8784467085268,1.592168705993342,1.7420293288085116,Self-Employed,PhD,Single,Yes,Education,
,462998.54234661354,974522.1637781983,446.62123446842685,7.558562779495157,0.7425381218236698,Salaried,PhD,Married,Yes,Home,
44.400569042344884,383062.35846699716,,392.1988747897071,,2.4768453543020232,Business,Post-Graduate,Married,No,Car,No
63.45400288717356,1849958.2649867774,403747.98219679086,714.0906063631435,17.505745013242304,3.9680936044188093,Business,Graduate,,Yes,Home,
,1270815.9458125748,1107201.2374431782,586.3220567564292,,2.5123143291642998,Business,Diploma,Married,Yes,Car,
34.46654039035114,1298355.584648025,323439.75519240735,,4.946718723747612,4.543722751210729,Self-Employed,PhD,Single,No,,
25.4629723451907,940646.7889282734,421649.21511450683,533.0348288263933,20.986467203137508,,Business,PhD,,No,Education,Yes
38.74247224903488,,1417005.2485295192,816.5034712492385,,1.0928209930418775,,,Divorced,Yes,Home,Yes
,,1057750.7055328866,738.9300294792574,20.18558334300882,0.18968846521905114,Self-Employed,,Divorced,No,,Yes
25.572904652267518,,379473.62653403275,539.4425153599418,9.90001297773591,,Salaried,Diploma,Single,Yes,Car,No
35.71971972087367,687030.6728786788,75088.1868085289,,26.385873677777507,,Salaried,,,Yes,Home,Yes
39.586989325862504,1798513.7783660246,438888.12058024015,727.7919868525245,21.619053480863535,2.3149265396911156,Salaried,Post-Graduate,Divorced,No,Home,No
,1590870.3740915945,560269.7256330221,403.09894839541175,27.34840167800139,2.09245013075765,Business,Graduate,,No,Car,Yes
63.99219943926697,1092421.259639027,1441887.4022792496,389.42263490131853,9.998186828050347,2.8481084110086687,Salaried,Diploma,Married,No,,
26.089972963886872,,,545.6338313481118,6.992687776291561,2.274243019552451,Business,Graduate,Married,Yes,Car,
39.11217055010454,685171.3575208532,857470.3347976805,,,1.774697845648463,Business,Post-Graduate,,No,,Yes
,1197290.332152921,130936.78391699956,483.5299175436108,5.694490955311811,0.980741601124599,Self-Employed,Graduate,Divorced,No,,Yes
48.02753275063242,865619.9135005152,851114.149160505,420.2060210290448,29.595229714572746,1.369117686360906,Business,Graduate,Divorced,Yes,Education,No
52.04179815687431,1281675.3225842607,,449.3386103807105,9.239183653903575,1.7877132230090913,Self-Employed,Graduate,Divorced,No,Home,
,,649941.6444349765,647.0661691780474,16.366356036622214,0.02051030255098618,Salaried,Diploma,Single,No,Education,No
36.66978831845462,349578.2689623077,468446.585797927,614.4492831580862,19.5063099508164,1.9117195739308883,Business,Post-Graduate,,No,,
51.81380675710561,1420869.5058127688,,376.5380451550379,24.256970160909038,2.4131139353018716,Salaried,Post-Graduate,Single,No,Car,
,1071588.932624396,1301315.7868228727,582.6081324525311,6.500774279619175,3.4684747344973776,,,Single,No,,Yes
,1447546.3743419729,1253131.6807265484,516.0953623792993,15.775305673779728,4.631147277849173,Business,Graduate,Married,Yes,Personal,Yes
,485990.17343398504,1219231.1776776584,518.5590640482461,3.807267781310052,3.1833960979552165,Salaried,,Divorced,No,Home,No
23.243489447111585,,716226.8783045276,,,0.09221123047126134,Self-Employed,Diploma,Single,,Personal,
,200217.69938121436,841922.4306903167,609.3982501923524,20.402972256418934,1.0378790546692191,,Graduate,Divorced,Yes,Personal,No
25.85444615635913,1633911.012299163,677186.1684317305,385.7970767494009,18.83419778057665,4.269883496165854,Self-Employed,PhD,,Yes,Personal,Yes
31.198792494502378,1221021.7891340472,669451.7539576319,461.9397212602581,3.086137315590463,3.257587555213561,Business,Graduate,Single,Yes,Education,No
62.83420244445738,311084.0919127343,1258088.7910701842,538.152834019438,,,Self-Employed,Diploma,,Yes,Car,Yes
,744752.4810528286,1368362.572514374,715.195233181693,25.879560717657764,1.113148756105492,Salaried,,Divorced,Yes,Car,Yes
33.88479268438727,,1336618.2689444053,408.10901755529676,20.933508014971423,4.213463149685524,Salaried,Diploma,Single,Yes,Education,Yes
,804376.7771725426,1125984.4554611454,504.46445528392644,8.206491594150883,1.802832085379182,Salaried,PhD,Divorced,No,Personal,Yes
26.339143043921773,712372.8728238309,319405.31619015965,662.4161309691699,27.867281419540483,2.022848736355874,,Diploma,Married,Yes,Home,
28.943683331063816,1947042.6344159665,1124805.7897384935,506.0642869041984,10.587585056650655,4.687259383946995,Business,PhD,,No,Home,Yes
41.003227625616375,,1231746.5870977284,327.3037270038225,5.770115906174338,3.2909809035811426,Salaried,Graduate,Married,Yes,,No
,,143338.52208246518,660.3833769951242,13.648315472739984,3.1943335954943253,Self-Employed,Post-Graduate,Married,No,Personal,Yes
,1134830.2446399531,,313.27374362730677,13.140765595745462,4.47249088016414,Self-Employed,Diploma,Single,No,Car,No
46.0769233328841,520100.7707810365,,397.88563956398866,6.676439434522166,1.7149736869855152,Self-Employed,Diploma,Married,Yes,Home,No
55.26172841191012,,813323.0924099893,614.9731567060173,8.170777331815794,1.2277513919323524,Self-Employed,Post-Graduate,Married,No,Car,Yes
54.65901780471184,1876074.1570430584,215419.25698075167,472.13905135359,15.561953837280631,4.062109473414617,Business,PhD,Divorced,No,Education,No
,1369949.1647801804,1281185.9764937446,743.1803824176702,11.874003911095686,1.0684858387454665,Self-Employed,,Single,Yes,Education,
,278857.95420684153,453904.8009165874,725.9630156694511,22.995401460967795,1.273209098221998,,Graduate,,No,,Yes
57.592008141220006,718762.8145560998,1386176.1795653233,626.9809992461053,6.443803663325403,1.0514639686687404,Self-Employed,,Divorced,Yes,,No
,,1042965.7658809422,,,0.5365747158845852,Self-Employed,Post-Graduate,Single,,,Yes
,,110635.65535485855,765.6258340869985,17.749058511880545,2.2400937587624674,Salaried,PhD,,,,No
33.90655091456614,1609628.1544980388,1439852.5549746102,750.9261920074209,,3.7152715977805655,,Post-Graduate,Married,,Education,Yes
45.91685251079899,237658.27660956857,,318.15904279777317,10.926412382593293,3.7410477647101055,Salaried,,,Yes,,No
56.5652374649965,207054.1349547986,1117940.5979508301,678.5318389402421,1.0537719990544918,1.670297050550111,Self-Employed,,,Yes,Home,Yes
44.98978181342633,,564952.3836692132,880.9006374415183,16.09012713522489,,Self-Employed,Diploma,Divorced,No,Personal,No
58.62247528311897,1574143.4918095146,308885.98062987905,477.62450109813847,25.028874648562464,1.2311154902907084,Self-Employed,Graduate,Divorced,Yes,,
,419282.1394171887,507756.96955106413,752.8739191369482,4.071411337955087,0.6398104918870773,Self-Employed,,Married,Yes,Car,Yes
32.08049150124275,,180694.57494123676,527.4170526020741,19.46583517503415,,Self-Employed,PhD,Divorced,Yes,Car,Yes
25.906036774170836,,555005.674069504,,17.911693451319124,2.2154875579273696,Self-Employed,,Married,Yes,Home,Yes
32.3397275854299,1368611.2567395642,,,2.9552507499615235,3.8894818226326056,Business,Diploma,Single,No,Personal,
48.192889931761734,1206207.8176486855,,560.3218902503237,10.217084243095705,2.161447411467925,,PhD,,No,Car,
41.2576138744056,347941.15722940245,,790.7070995131102,4.981917206666326,1.3450679236695684,Salaried,Diploma,Divorced,Yes,Home,Yes
53.58452420524881,568874.3089343772,1257779.4191449403,484.8933555400437,25.103850039170435,,Business,,Divorced,Yes,Home,No
37.584043316146584,1460360.1201718166,344183.3612134404,690.3009714305401,14.136600894122186,3.44152865134735,,,Married,,Education,
54.89600539999159,487970.65367708635,1001769.6507516304,489.34489975977726,27.67347144569302,2.2430583388792664,Business,PhD,Divorced,Yes,Home,No
35.1223232802414,,570944.5812416917,363.0256911097984,,2.545095572800346,,PhD,Single,Yes,Car,Yes
63.96161192633874,1049572.9079329588,1071641.0736264691,,19.502319752577023,,Self-Employed,,Married,No,Car,Yes
34.14586827458896,1396681.646911486,1006140.1023890806,465.5923699361504,5.013630805441052,4.312810626828522,Self-Employed,Post-Graduate,Married,Yes,Personal,No
,757442.4798530163,933935.8749475518,,19.663868748982548,3.914302407337013,Business,PhD,Single,No,Home,
39.911745838650404,670266.339850792,99603.07130152197,437.81889975939987,7.113109452702566,0.8787185623255678,Business,PhD,,No,Personal,Yes
,1120743.0210751048,354234.2447606183,608.7694165365856,,3.7103603155979883,,,,Yes,Home,No
63.146143672397635,1079667.959383198,384458.59637707955,783.2118455829741,,4.191335638278722,,PhD,Divorced,No,Car,Yes
38.233037676765846,1152650.633567339,319364.78517955885,829.998983235617,27.214573153560828,2.846428418372912,Business,Graduate,,Yes,,
52.67109814993445,466876.24598877033,78433.73812256391,436.766691297841,16.524034987905743,2.5615467929587994,Business,Post-Graduate,Married,,Education,
28.30176684636644,1232109.661978066,169598.40010629746,682.1514689842811,,,Self-Employed,PhD,Single,Yes,Education,No
63.42396209572201,,697863.1223759913,526.2086938990963,18.354858807818733,,Self-Employed,Diploma,Divorced,Yes,,
27.10060549816715,218313.91730379878,,508.7548228366534,,,Salaried,Post-Graduate,Single,Yes,,
,,1014653.6738733203,323.77635852939966,,2.4439501082325057,,Graduate,Single,No,Car,No
21.649233559015357,1823830.2932949453,98037.50670673091,743.1252368677792,17.850293664901333,4.175581614131051,Self-Employed,Diploma,Single,No,Education,No
34.94238241529506,1876287.7744805152,459261.03774347116,,15.411380309167908,2.0170953812829246,Self-Employed,,,Yes,Education,
41.94423538632721,,1384089.0868847864,,13.881409198572435,2.3560811188687705,Business,Diploma,Single,No,Car,
,1578142.104306261,813000.7799168495,782.9368903691634,25.326294627818495,4.320715076305339,Self-Employed,Post-Graduate,Single,Yes,Home,No
,,767226.2458298418,,,2.9779225102082223,Business,Diploma,Single,,Education,
,774152.2635700146,1095354.5233091607,440.9774669792521,3.945601367509054,0.08656354036812863,Self-Employed,PhD,Single,Yes,Personal,Yes
24.292726121428615,1971234.7891599268,,796.5713546279019,7.221500026623148,3.8606630908062503,Self-Employed,Graduate,Married,,Home,No
25.275269359092068,1859184.2825096457,96803.70254143563,,,,Business,Graduate,Divorced,Yes,Personal,Yes
,,679278.2463837616,810.6064321111764,,2.156316833252409,Salaried,Post-Graduate,Single,Yes,Home,Yes
,1213967.3322269693,1026567.8252750154,631.7536819717216,12.014161247926104,,Business,PhD,Divorced,Yes,Personal,Yes
,,492165.94851583743,,7.608814259687385,1.0064120063532296,Salaried,Post-Graduate,Divorced,No,Car,No
56.839409595044486,558184.025964495,,707.3495434005666,,1.4997723906833371,Business,Diploma,Married,Yes,,
,,60189.976324590236,838.8029459475792,18.59435231327095,0.5752640053600316,,Diploma,Divorced,Yes,Home,No
28.725969470575297,293918.2297531183,483352.2248359555,710.2801688267534,6.643927925487432,0.4743785650235688,Salaried,Post-Graduate,Divorced,Yes,Education,
41.411180668547686,575719.4520718169,823863.0149891778,639.1826926064285,21.23562938164181,,Business,Graduate,,No,,
,1926107.4817356654,395269.23768039886,,5.128926554098338,3.2881818198701316,Self-Employed,,Divorced,Yes,,Yes
58.260226870008694,,1075630.6601371751,751.1848793796917,2.530645985973509,3.898391658741216,Salaried,,Married,No,,Yes
43.92932274030012,497768.1303112309,469257.2700929093,777.929482813181,3.975911242068499,2.217018726342126,Self-Employed,Post-Graduate,,Yes,Personal,Yes
33.75853141597133,,172539.35890662269,335.477885825873,13.858504412844024,4.422134034772707,Business,PhD,Married,Yes,,Yes
39.666399042117376,,1108500.8016859023,,8.052993510496016,2.5541747343098313,Salaried,Post-Graduate,,No,Car,
63.014362174712694,,1127151.187319436,424.31260211176857,,,Business,Diploma,,Yes,Education,Yes
,235377.29164510162,,305.02849415495024,12.931536851985708,,Business,Post-Graduate,Married,No,Car,No
,,146063.70250424178,452.3052633024,6.959462664516444,4.598468946741246,Salaried,,Divorced,Yes,Car,Yes
51.62569434641459,1354480.3829315708,886115.6318211231,496.0735115071211,27.72079218233508,0.5214198248123642,,Graduate,Married,No,Education,Yes
39.72758356242423,1530913.1639695426,171786.6112925649,746.7388724925763,12.719242620577404,4.220218301241425,Self-Employed,PhD,,Yes,Education,Yes
,1274538.9906363266,314790.281604249,,3.080480225326851,2.2076574489739134,Self-Employed,,,No,Education,Yes
,1969580.1731173713,252317.84748919567,338.94356800345736,17.53249750889375,2.8926010603485763,Business,Graduate,,No,Home,Yes
39.25726725426215,604267.180282458,1142964.459112837,655.6489647485246,8.056201928167315,,Self-Employed,,,No,Car,Yes
48.26612252036908,1750618.5345125897,813339.6384746461,767.9678119811574,15.845939008272493,2.5847387853693142,Self-Employed,PhD,Single,No,Home,
27.788980649051794,781175.3153522392,215319.09576288826,695.8190627635754,19.06399274370285,3.617564831516415,Self-Employed,Graduate,Married,Yes,Home,
53.07840235332882,426064.5425841622,,,21.34589165380307,3.015386324856814,Self-Employed,PhD,,Yes,Personal,No
,569893.9467671756,,524.3017628316588,21.61349178553343,0.6157651742147674,Salaried,,,Yes,Personal,Yes
64.3967957727462,766550.9560064551,1230381.1954712213,833.5186856975942,9.856143215788109,0.9196320920752826,Salaried,Post-Graduate,Divorced,Yes,Personal,
52.76937697107707,494034.9620088874,,475.3073230447651,,1.4771189694681497,Salaried,,Divorced,,Personal,Yes
48.45498828347014,1344705.2129834602,,319.53595220359887,10.294116914147109,2.453794260835662,Self-Employed,Graduate,Single,No,Car,Yes
,,1071000.7768226145,684.0784532427208,14.33298775280391,0.9987364667518728,Self-Employed,,Single,No,Home,Yes
49.65654918925459,564297.4170777005,1119074.7118324449,826.2501424199322,28.516515544240768,3.1792780486073715,Self-Employed,PhD,Married,,Personal,
63.17294026348658,,,,,1.5987556405188403,Salaried,Diploma,Single,Yes,Home,
,,1268959.7661475004,617.582451512864,10.75627014966727,,Salaried,,Divorced,Yes,Education,Yes
60.07400646038726,,1069491.2909619024,862.7075805549946,9.553576479811658,4.2665181428135,Self-Employed,Graduate,Divorced,No,Car,No
35.16054523232689,418091.49113695684,,306.37595547872974,29.79532638347935,4.855352219794182,Salaried,Diploma,Single,Yes,,
21.200566663970953,1353558.4859670317,644129.2132920424,795.4307604662624,,,Salaried,Post-Graduate,,Yes,Education,No
31.333054637446292,340788.48881293635,1191157.6328519501,,15.437600482073234,0.49000736100282494,Business,Diploma,,No,Home,Yes
44.127910251225984,1145151.6965295821,245606.90256314675,558.6306211753488,20.572201437956608,,Self-Employed,Graduate,,Yes,Car,
,303184.7371370631,406661.1408370153,,26.665643223653323,,,Diploma,Married,Yes,Car,No
45.080772334973176,1354157.7703867464,,826.6294646987368,12.41581031164046,,,Graduate,Married,Yes,Personal,
46.988694126583326,1239461.7391432012,625929.3976612043,635.6747916177344,15.85269767171559,0.11204464838773631,Self-Employed,Post-Graduate,Single,Yes,Education,No
22.41560133216574,1592161.0148469864,1489515.14219541,467.1152884854998,29.221866426257566,4.480728831304887,Business,Graduate,Single,,Education,
64.96588462888207,319606.8563734883,1431700.1341152473,,13.830814749109132,4.171406191060175,Business,Diploma,Single,Yes,Home,
39.76078233182637,1573534.7585321416,72618.41173346475,,,4.327470011979475,Business,Graduate,Single,Yes,Personal,Yes
28.020143741430804,1156232.3450250456,,,18.78523598045245,2.8162681560527525,Salaried,PhD,Single,Yes,Car,Yes
,1256821.9317232617,500857.7073866159,744.2038704009467,5.54893877727897,,Self-Employed,,,Yes,Personal,
52.75362471779272,810394.2382601585,1056016.5313665462,611.7192328879685,18.200886632873747,,Self-Employed,PhD,Married,No,Education,No
,,,839.6033786329668,4.989812756537695,,Salaried,Post-Graduate,Single,Yes,Personal,No
45.76073469822744,529244.8914858776,554555.8118326806,,18.72798467891833,1.8842378388706194,Salaried,,Divorced,,Personal,Yes
62.92957028561159,665950.3050699669,,446.2123866226942,,,Salaried,Post-Graduate,Divorced,No,Education,Yes
41.474714942812724,1565132.0751577863,1204301.2471558435,,3.931446874246928,3.2324375383078707,Salaried,Post-Graduate,,Yes,,
45.65496738074518,928301.5886787402,1423220.1506058003,743.3727638435704,18.3814980810616,,,Post-Graduate,Single,Yes,Education,
,1903863.2966350939,646597.1718617063,,2.9582458498996194,1.4214670074880553,Business,Diploma,,No,,No
53.03572796233077,,,873.1788228629619,5.623913242093388,,Self-Employed,PhD,Married,Yes,Car,No
52.709046463082295,770033.2534999021,554797.942882533,626.489158221586,11.087195335640027,,Salaried,PhD,,No,Home,Yes
38.3234909014903,771501.0819134483,1224689.6494180963,,18.93317675579067,2.37401008897327,Self-Employed,Graduate,Married,Yes,Education,Yes
,957912.0633374271,729832.0822607252,407.1453392420564,17.101783063279626,3.8487219539343442,,Post-Graduate,Divorced,No,Education,No
50.69374527803434,557670.384272851,688399.397865649,323.65832218510616,7.676728818519481,0.5465278550446279,Business,,Divorced,No,Personal,Yes
,,1364297.1435254873,451.2597644759642,24.37985028737573,1.0632238834077952,Salaried,,,No,Car,No
,1718242.5506262342,854745.4953322241,664.402141127172,8.3815850002455,,Salaried,Graduate,Divorced,No,Personal,Yes
63.67120012740192,,1451668.8041213895,535.094241923088,22.732525066402022,3.1758084613262927,Salaried,Diploma,Married,No,Personal,No
,,1276095.5167528198,686.8438929821621,,3.819007185032937,,Diploma,Married,,Personal,No
35.97103075070909,1736295.5452651798,1330808.980536011,,9.005501613914651,,,Graduate,Married,No,Personal,Yes
36.94819578125953,1462792.1834309446,442014.95692414854,517.8397581674302,1.8192228216095763,4.01942524498467,Business,,Divorced,Yes,Home,No
46.2476676756483,,1297796.3432037616,322.272634807413,,,,PhD,Divorced,Yes,Education,Yes
33.66157181579109,,1051184.189401012,869.2830302733181,24.316554906156888,3.780526943482818,Salaried,Diploma,Single,,Car,Yes
47.202969740115115,1589055.391195482,1371295.9107691515,,,2.6397301994737288,Business,,Married,,Education,No
44.37998844078837,,1178626.9070336972,625.1017794926263,2.030646114783558,,Salaried,Post-Graduate,Married,Yes,Personal,Yes
29.505195910032242,,431596.83017306484,621.8091297603321,24.256731463640556,0.5097686168312693,Self-Employed,PhD,,Yes,Education,No
55.177803781954715,785842.8346876233,57000.49139856297,482.3554408200572,4.574680544147215,,Self-Employed,,Single,Yes,Personal,No
,,776934.8414846796,351.30872930604954,5.160558607832377,3.507244011942687,Business,PhD,Divorced,No,Car,
,568742.3976202297,,775.5518022252043,9.170121066104594,,Self-Employed,,Divorced,No,,Yes
46.96721031496955,748271.4819802204,,310.70314562737354,,2.8434444093451976,Salaried,Graduate,Married,No,Home,Yes
49.06675404520352,1300588.7450501416,,506.10636410885195,12.061406732144503,2.563299173464787,Salaried,PhD,,No,Personal,Yes
,1238412.2458346188,267329.32061198156,,14.681443691471529,4.216482448273651,Salaried,Post-Graduate,Single,Yes,Car,
30.60783285915828,579278.445581794,319015.0743701804,,,3.023846433216198,Self-Employed,,,Yes,Home,Yes
,1685480.3523659932,,526.4356774351181,27.674647621789767,,Salaried,Diploma,Single,No,Home,No
,1850067.8969979389,380839.106626605,686.1507959612354,17.193249689752395,0.12621847359252536,Salaried,Post-Graduate,Divorced,No,Personal,No
29.401506167208936,,195617.80862598468,,2.7533072506429535,,Business,Post-Graduate,Single,Yes,Home,Yes
,570828.7071324745,,704.8089342773158,22.929858841425073,1.705500013014547,Business,Diploma,Divorced,,Personal,
44.21653648890985,,1069310.2149547278,472.8919442701002,9.099792130090295,0.31758498639976485,Salaried,PhD,Single,Yes,,
64.73425765806891,214974.68017981804,1433243.305588698,,15.17574002808768,,Self-Employed,PhD,Single,,Car,
42.21212159438788,,1013070.1343549147,582.2304897633045,24.662206109868208,1.5891039522274397,,Graduate,Single,,Personal,Yes
,,1036650.9194168173,684.056098590918,14.110788002046892,3.3393472699424223,Self-Employed,Post-Graduate,Divorced,,Car,No
57.5676953816347,1170696.0464517572,,,7.842169996571553,0.521097026597846,Salaried,PhD,Married,Yes,Education,No
43.7808408080084,,1096604.5139637934,398.3679685929171,24.227178070742156,1.1420387109292551,,Post-Graduate,Single,Yes,Education,Yes
,,643801.7338039081,773.1142806007983,,,,Post-Graduate,,Yes,Education,Yes
27.44484229102732,1528706.0392264721,1225238.8798125463,636.5734133946603,28.463131232685587,,Salaried,,Single,,Car,Yes
53.21984492710011,,746771.1281672835,519.3795756525418,,1.6777339326179197,Salaried,,Divorced,Yes,Home,Yes
,1970251.1950315349,,816.7616639578254,12.609438790699727,,Self-Employed,PhD,Single,No,Home,Yes
,,1057586.237187641,710.5513075621564,14.280743169436754,4.759034820945801,Business,Post-Graduate,Married,No,Car,
44.90847551909792,,1353728.313547656,701.6608671276651,19.61928202656343,2.056529767080986,Business,PhD,Single,Yes,Home,Yes
41.27171293195513,659894.4730497806,,304.84220386114174,25.139856995671725,4.120814877006627,,Graduate,Married,No,Education,Yes
39.481900993510735,1381012.1878104482,256164.18236616557,556.9465541199665,,1.2563057664518062,Self-Employed,Diploma,Divorced,Yes,Car,Yes
57.37509101438065,810787.8795888068,,713.1551211215024,25.292004449193573,3.454451543101606,Business,,Single,Yes,Personal,Yes
,1403320.3419864615,126641.57472854675,724.1507923237484,16.400317366051652,,Salaried,PhD,Single,Yes,Car,No
50.75618813602078,,90256.06998565973,886.0502128738665,9.632223738687438,0.4297307817358431,Salaried,Graduate,Married,Yes,,
23.577719475959203,1342488.9593674992,521493.30229888135,394.4771415758455,23.26124237055747,3.240784324997553,Self-Employed,Post-Graduate,,,Home,
26.478571198979733,400694.4392016805,297673.86317141785,,11.388310606548686,,Self-Employed,Diploma,Single,No,Home,
31.153307607177638,1311837.340163619,,,12.927813564372604,,Business,PhD,,No,Home,Yes
47.532840273763895,832362.0950450959,709890.0886178194,,,0.935083907335833,Business,,,Yes,Car,
39.03829694451761,437244.4731959277,799221.7003755452,563.0398549522868,,4.138621331267068,Business,PhD,Single,,,No
,1683503.219978556,814007.2415082636,368.8866199184762,10.40374211644449,1.4105143666537727,,,,No,,Yes
31.448573449764922,1785663.9950480217,810382.3840663965,631.8871983161631,26.550519234891873,0.4142230169309019,Salaried,Diploma,,No,Personal,No
63.64465812732012,583970.7186988435,931607.7139096094,340.8955598884823,2.495814637845365,,Business,Diploma,,No,Education,No
47.4124065925071,,949677.5727680583,,11.196696758468477,2.7108014019405466,Self-Employed,,Divorced,No,Car,
,,99058.72727359936,725.456306148104,22.900244111162326,,Self-Employed,,,Yes,,No
26.596040831648352,1133629.9357400406,,753.8831117039351,26.377459499420272,1.9705299799140614,,Diploma,Single,Yes,Personal,No
,648040.4809533749,835498.8279618856,658.4481156723409,,0.30644957920508364,Salaried,Post-Graduate,,,Education,
,384284.543611587,58327.557932459706,437.90780313739333,7.859698102900562,0.890368488168346,Salaried,PhD,Married,No,Education,No
46.7666534222608,1248193.0216036527,,620.8263358629192,,,Self-Employed,,,No,Car,
,379518.268467356,1041101.7626670585,444.3937787002875,5.920298743148442,,Self-Employed,PhD,Single,,Personal,
21.68310497402352,1021389.3830974314,717323.2239531019,845.0090391380985,10.476202774836873,,Salaried,Graduate,Single,No,Education,
,,509074.89376312896,599.2804066290938,22.100604613125853,3.6531112889581854,Self-Employed,Post-Graduate,Single,Yes,Education,Yes
,,1283773.223615047,,6.030303330998064,1.9256663891339314,,,Single,No,Personal,No
64.24739317233983,834721.9086540391,434369.8444798549,,29.421704067439215,4.026571282708307,Business,,,No,Education,No
32.25198114556677,675194.2530693118,596359.2621616077,880.5209239827219,24.590497051881698,,Business,Diploma,,No,,
50.91396964203409,1274247.8090467013,390005.6176123087,806.692540536139,11.461230661878563,4.092044433046347,,Graduate,Married,,Car,
51.218632208480706,229555.70380817112,528796.6655029466,803.9886986303645,17.92123974536769,1.9600341824121403,Salaried,Post-Graduate,Married,Yes,Car,No
,1737702.4842529017,641818.8767354186,352.5519691092233,27.93227501904215,0.6244793524684622,Business,Graduate,Single,,Home,Yes
26.629274669978138,298075.0568861618,1410253.2536707146,878.041796752223,29.749664627928105,2.4348286766409832,Self-Employed,Post-Graduate,Single,No,Personal,Yes
32.4305492131043,,582790.4672212607,897.8706834627468,11.368022113416336,0.705007741580973,Self-Employed,PhD,Divorced,No,,No
64.92261439672313,1150190.6901741896,1218740.195908039,665.4446137422287,22.725824367796456,,,,Divorced,Yes,,
62.644063241543904,,517462.22727807733,340.7625175894194,21.019735771312323,1.5026736073889597,,,Married,Yes,,Yes
,1424074.0771168042,440710.46302668995,615.7879871137271,11.703095651411148,0.040739377725686476,Salaried,,Single,No,Personal,Yes
51.140751523807516,1464815.6971375118,943263.51756184,521.4130444952857,12.075243724287654,,Salaried,PhD,,Yes,Personal,Yes
60.15705202859566,,1268630.17444266,811.0914126158227,5.056825103893334,4.8548524357385325,Business,Post-Graduate,Divorced,,Car,
32.63567410172656,938412.2707482324,1004050.2411951361,683.5734602742189,6.0242214250199515,,Business,PhD,Married,Yes,Home,No
27.418777629215676,,207692.77211756608,853.3313912894453,25.30613220065124,,Business,PhD,Married,,Car,Yes
,1072471.2892223108,1228244.9637155097,732.3286826937431,28.278246616533274,3.1936531209429777,Business,Graduate,Married,No,,No
42.48558921097054,1331459.9520946657,,515.0371458332028,28.475038936008026,2.2447452865619,Business,Post-Graduate,Married,,Car,
,838803.0932910371,133484.65089512715,640.0255248099697,19.889226243941835,0.02139549146098041,,,,No,,
,1213936.999615552,,779.7330677701943,,4.48654045997449,Business,,Married,Yes,Home,
55.98630822131969,1706325.9381198494,362168.6619471451,342.4069702838406,24.46813040700188,2.8770398186926567,Self-Employed,Graduate,,Yes,Home,
56.804007393253144,938445.544995573,1024440.6998499521,412.6074294966246,14.678886780794013,1.1965475808088877,Self-Employed,,Single,Yes,Car,No
,,,632.6888989255876,15.424943165110458,3.182009308780672,Salaried,Diploma,Single,Yes,Education,
,677286.3772984226,1050131.411530707,631.3604189598982,20.52310403477616,,Salaried,Diploma,Married,No,Home,
26.230321786347577,,787220.5301762118,311.4719552656512,11.699645723856747,0.8015866880538869,Business,Diploma,Single,Yes,Home,
51.55690302465494,,,315.5904917025887,1.3936677958850914,3.4902244764145984,Self-Employed,Graduate,Married,No,Personal,Yes
,247411.01654430717,1088976.9181624851,810.1931451871917,23.466010531664654,1.6461080968843738,Salaried,,Single,No,Home,Yes
33.85017322375639,983015.3398737875,1056756.4278285163,797.4381017222743,24.597829051098284,,Salaried,Graduate,,,Home,Yes
,,667323.4495757084,542.6740101307889,,4.927144383176335,Self-Employed,PhD,Married,No,Home,No
45.758479211538116,,1268531.0914012762,301.33599214383275,,4.750707447276786,Salaried,,Married,Yes,Car,Yes
27.695407609762974,1906670.1415401343,766595.3688815619,456.1548148797271,17.456812066570286,2.084361134087767,Salaried,PhD,Married,,Home,Yes
58.131814517967705,,,853.8706911977171,1.9280127370433782,4.663564129653114,Business,Graduate,Married,No,Home,Yes
30.76896878537409,,423930.8612573216,,22.636560680728138,,Self-Employed,Post-Graduate,Single,,Home,Yes
33.47872256882239,,101270.80959675484,,26.725377036814148,4.826989333034077,Business,Diploma,Married,Yes,,Yes
,1082572.0023563947,965345.5675969012,585.6796810325834,,,Business,Diploma,Single,No,Car,No
44.56203305567035,357296.86924642994,761121.1345267664,370.6198492526129,3.15239561720242,1.2900068741285424,,PhD,Single,No,Education,
,1304336.5894262157,,,8.736208506818556,2.8746487704451784,Business,Graduate,Single,Yes,Personal,No
40.75592928791539,710009.2271703379,742874.2107465278,568.074379147916,17.27922688885411,,Salaried,Post-Graduate,Divorced,Yes,Car,Yes
,1653322.4802332246,1051708.9959513214,,1.7662723367047224,2.5344628869338766,Business,Post-Graduate,Single,No,Education,Yes
,378829.1202908555,691726.7893881096,470.20119778500975,11.02199363054748,1.375750694013832,Business,Post-Graduate,Married,Yes,Home,No
